fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-03-31,USD,113110000,275071000,161961000,161961000,48461000,64649000,0,64649000,None,None,None,2941000,None,None,None,6603000,45573000,15495000,None,0,None,47582000,54185000,30078000
2006-06-30,USD,123013000,297169000,174156000,174156000,55613000,67400000,0,67400000,None,None,None,4061000,None,None,None,7766000,51794000,17382000,None,0,None,55809000,63575000,34956000
2006-09-30,USD,118765000,289848000,171083000,171083000,54413000,64352000,0,64352000,None,None,None,3366000,None,None,None,6660000,51548000,18215000,None,0,None,54413000,61073000,45996000
2006-12-31,USD,125588000,302131000,176543000,176543000,59031000,66557000,24800000,66557000,None,None,None,5985000,None,None,None,9383000,53316000,17127000,None,0,None,59031000,68414000,35641000
2007-03-31,USD,139664000,333268000,193604000,193604000,61552000,78112000,0,78112000,None,None,None,6379000,None,None,None,9254000,55746000,18915000,None,0,None,61552000,70806000,36667000
2007-06-30,USD,147534000,344482000,196948000,196948000,68865000,78669000,0,78669000,None,None,None,6058000,None,None,None,9455000,63328000,21493000,None,0,None,68865000,78320000,41630000
2007-09-30,USD,137665000,334884000,197219000,197219000,63148000,74517000,0,74517000,None,None,None,5537000,None,None,None,9941000,58048000,19231000,None,0,None,63148000,73089000,38412000
2007-12-31,USD,143586000,345997000,202411000,202411000,61518000,82068000,28100000,82068000,None,None,None,5379000,None,None,None,9848000,58042000,19661000,None,0,None,61518000,71366000,38436000
2008-03-31,USD,155167000,371662000,216495000,216495000,68099000,87068000,0,87068000,None,None,None,5666000,None,None,None,12145000,62608000,21229000,None,0,None,55954000,68099000,41379000
2008-06-30,USD,163208000,397310000,234102000,234102000,73808000,89400000,0,89400000,None,None,None,4092000,None,None,None,12223000,70703000,24649000,None,0,None,61585000,73808000,46054000
2008-09-30,USD,146397000,365193000,218796000,218796000,29417000,81614000,0,111704000,None,None,None,3861000,None,None,None,10724000,28279000,9204000,None,0,None,34693000,45417000,19075000
2008-12-31,USD,139137000,355306000,216169000,216169000,41108000,85310000,29500000,85310000,None,None,None,18852000,None,None,None,13507000,37113000,12261000,None,0,None,53827000,67334000,24852000
2009-03-31,USD,123194000,326613000,203419000,203419000,39161000,81782000,0,81782000,None,None,None,4821000,None,None,None,13594000,34149000,11544000,None,0,None,38970000,52564000,22605000
2009-06-30,USD,131101000,336455000,205354000,205354000,46735000,81116000,0,81116000,None,None,None,4440000,None,None,None,14164000,41910000,13988000,None,0,None,46350000,60514000,27922000
2009-09-30,USD,129058000,323249000,194191000,194191000,46517000,79789000,0,79789000,None,None,None,3951000,None,None,None,14135000,43948000,14171000,None,0,None,47899000,62034000,29777000
2009-12-31,USD,139033000,343344000,204311000,204311000,52441000,82766000,29600000,82766000,None,None,None,3966000,None,None,None,14453000,48820000,15733000,None,0,None,-3560000,10893000,33087000
2010-03-31,USD,147541000,355598000,208057000,208057000,57893000,87781000,0,87781000,None,None,None,3434000,None,None,None,14284000,54713000,18088000,None,0,None,58147000,72431000,36625000
2010-06-30,USD,154821000,378526000,223705000,223705000,62780000,91010000,0,91010000,None,None,None,3599000,None,239000,None,15369000,59420000,19022000,None,40398000,None,63019000,78388000,40398000
2010-09-30,USD,154133000,373731000,219598000,219598000,62439000,88170000,0,88170000,None,None,None,4162000,None,-1101000,None,15235000,57176000,18612000,None,38564000,None,61338000,76573000,38564000
2010-12-31,USD,161988000,405218000,243230000,243230000,66004000,91311000,31800000,91311000,None,None,None,4955000,None,None,None,13220000,60565000,19052000,None,0,None,7412000,20632000,41513000
2011-03-31,USD,178700000,427089000,248389000,248389000,77721000,100979000,0,100979000,None,None,None,6454000,None,-907000,None,15622000,70360000,22409000,None,47951000,None,76814000,92436000,47951000
2011-06-30,USD,184839000,453798000,268959000,268959000,79629000,105210000,0,105210000,None,None,None,6720000,None,347000,None,16954000,73256000,23074000,None,50182000,None,79976000,96930000,50182000
2011-09-30,USD,181532000,476881000,295349000,295349000,71305000,107296000,0,107296000,None,None,None,7763000,None,-441000,None,20541000,63101000,14765000,None,48336000,None,70863000,91404000,48336000
2011-12-31,USD,193602000,480683000,287081000,287081000,76001000,108218000,36000000,108218000,None,None,None,8395000,None,-442000,None,19269000,67164000,19776000,None,47388000,None,3173000,22442000,47388000
2012-03-31,USD,202889000,489417000,286528000,286528000,84569000,113382000,0,113382000,None,None,None,10662000,None,117000,None,19190000,74024000,21853000,None,52171000,None,84686000,103876000,52171000
